duration,timestamp,x,value_old,value
60,2011-10-21 7:36,3,0.0034,0.0034
60,2011-10-21 7:37,3,0.0037,0.0037
60,2011-10-21 7:38,3,0.0046,0.0046
181,2011-10-21 7:41,3,0.01,0.01
600,2011-10-21 7:51,3,0.0029,0.0029
601,2011-10-21 8:01,3,0.0031,0.0031
841,2011-10-21 8:15,1,0.0768,0.0768
421,2011-10-21 8:22,1,0.146,0.146
1021,2011-10-21 8:39,3,0.0032,0.0032
901,2011-10-21 8:54,1,0.0768,0.0768
0,2011-10-21 8:54,3,0.0069,0.0069
120,2011-10-21 8:56,1,0.083,0.083
120,2011-10-21 8:58,3,0.0036,0.0036
661,2011-10-21 9:09,1,0.0747,0.0747
0,2011-10-21 9:09,3,0.0075,0.0075
60,2011-10-21 9:10,3,0.0143,0.0143
180,2011-10-21 9:13,3,0.0072,0.0072
0,2011-10-21 9:13,1,0.083,0.083
1562,2011-10-21 9:39,3,0.0029,0.0029
301,2011-10-21 9:44,3,0.0072,0.0072
660,2011-10-21 9:55,3,0.0087,0.0087
0,2011-10-21 9:55,1,0.083,0.083
61,2011-10-21 9:56,3,0.0115,0.0115
540,2011-10-21 10:05,1,0.0768,0.0768
0,2011-10-21 10:05,3,0.0283,0.0283
1202,2011-10-21 10:25,1,0.0975,0.0975
0,2011-10-21 10:25,3,0.0112,0.0112
120,2011-10-21 10:27,3,0.0029,0.0029
60,2011-10-21 10:28,3,0.0034,0.0034
0,2011-10-21 10:28,1,0.0924,0.0924
124,2011-10-20 1:09,3,0.0058,0.0058
7027,2011-10-20 3:06,1,0.085,0.085
0,2011-10-20 3:06,3,0.007,0.007
1442,2011-10-20 3:30,3,0.0038,0.0038
1141,2011-10-20 3:49,3,0.0091,0.0091
0,2011-10-20 3:49,1,0.0924,0.0924
3003,2011-10-20 4:39,3,0.0107,0.0107
60,2011-10-20 4:40,1,0.0924,0.0924
0,2011-10-20 4:40,3,0.0054,0.0054
1142,2011-10-20 4:59,3,0.0052,0.0052
300,2011-10-20 5:04,1,0.083,0.083
0,2011-10-20 5:04,3,0.0061,0.0061
1141,2011-10-20 5:23,3,0.0034,0.0034
241,2011-10-20 5:27,3,0.017,0.017
300,2011-10-20 5:32,3,0.0042,0.0042
240,2011-10-20 5:36,3,0.0057,0.0057
1,2011-10-20 5:36,1,0.3163,0.3163
961,2011-10-20 5:52,3,0.0043,0.0043
2282,2011-10-20 6:30,1,0.1188,0.1188
0,2011-10-20 6:30,3,0.017,0.017
3424,2011-10-20 7:27,3,0.0039,0.0039
240,2011-10-20 7:31,1,0.0975,0.0975
0,2011-10-20 7:31,3,0.0041,0.0041
60,2011-10-20 7:32,1,0.083,0.083
0,2011-10-20 7:32,3,0.0283,0.0283
301,2011-10-20 7:37,1,0.0975,0.0975
0,2011-10-20 7:37,3,0.0052,0.0052
360,2011-10-20 7:43,3,0.0057,0.0057
1021,2011-10-20 8:00,3,0.0039,0.0039
721,2011-10-20 8:12,3,0.0034,0.0034
60,2011-10-20 8:13,3,0.0083,0.0083
481,2011-10-20 8:21,3,0.0034,0.0034
420,2011-10-20 8:28,1,0.1569,0.1569
61,2011-10-20 8:29,3,0.0037,0.0037
120,2011-10-20 8:31,3,0.0699,0.0699
0,2011-10-20 8:31,1,0.1215,0.1215
180,2011-10-20 8:34,1,0.0906,0.0906
0,2011-10-20 8:34,3,0.036,0.036
60,2011-10-20 8:35,3,0.0032,0.0032
181,2011-10-20 8:38,1,0.083,0.083
0,2011-10-20 8:38,3,0.0815,0.0815
60,2011-10-20 8:39,3,0.0039,0.0039
120,2011-10-20 8:41,3,0.0065,0.0065
901,2011-10-20 8:56,1,0.1117,0.1117
0,2011-10-20 8:56,3,0.0039,0.0039
60,2011-10-20 8:57,1,0.0906,0.0906
0,2011-10-20 8:57,3,0.0065,0.0065
120,2011-10-20 8:59,3,0.0224,0.0224
0,2011-10-20 8:59,1,0.1281,0.1281
125,2011-10-19 1:12,1,0.0975,0.0975
0,2011-10-19 1:12,3,0.0285,0.0285
480,2011-10-19 1:20,1,0.0768,0.0768
0,2011-10-19 1:20,3,0.0064,0.0064
3484,2011-10-19 2:18,3,0.0028,0.0028
2222,2011-10-19 2:55,3,0.0029,0.0029
120,2011-10-19 2:57,3,0.0029,0.0029
721,2011-10-19 3:09,3,0.0029,0.0029
420,2011-10-19 3:16,3,0.0043,0.0043
961,2011-10-19 3:32,3,0.0031,0.0031
61,2011-10-19 3:33,3,0.0041,0.0041
120,2011-10-19 3:35,1,0.0768,0.0768
841,2011-10-19 3:49,1,0.083,0.083
0,2011-10-19 3:49,3,0.0054,0.0054
540,2011-10-19 3:58,3,0.0028,0.0028
361,2011-10-19 4:04,3,0.0131,0.0131
240,2011-10-19 4:08,3,0.0038,0.0038
601,2011-10-19 4:18,3,0.0036,0.0036
60,2011-10-19 4:19,3,0.0034,0.0034
60,2011-10-19 4:20,3,0.0031,0.0031
60,2011-10-19 4:21,3,0.0028,0.0028
421,2011-10-19 4:28,3,0.003,0.003
2162,2011-10-19 5:04,3,0.0067,0.0067
2343,2011-10-19 5:43,3,0.0028,0.0028
901,2011-10-19 5:58,1,0.0789,0.0789
0,2011-10-19 5:58,3,0.008,0.008
360,2011-10-19 6:04,3,0.0028,0.0028
1382,2011-10-19 6:27,1,0.0747,0.0747
0,2011-10-19 6:27,3,0.0258,0.0258
120,2011-10-19 6:29,1,0.0747,0.0747
0,2011-10-19 6:29,3,0.0075,0.0075
541,2011-10-19 6:38,3,0.0109,0.0109
0,2011-10-19 6:38,1,0.0747,0.0747
1501,2011-10-19 7:03,3,0.0033,0.0033
1440,2011-10-19 7:27,1,0.0906,0.0906
61,2011-10-19 7:28,3,0.0212,0.0212
124,2011-10-18 1:59,3,0.0051,0.0051
420,2011-10-18 2:06,3,0.0093,0.0093
1,2011-10-18 2:06,1,0.0941,0.0941
60,2011-10-18 2:07,1,0.0747,0.0747
0,2011-10-18 2:07,3,0.0049,0.0049
2102,2011-10-18 2:42,3,0.0032,0.0032
2402,2011-10-18 3:22,1,0.1951,0.1951
60,2011-10-18 3:23,3,0.0031,0.0031
241,2011-10-18 3:27,1,0.0747,0.0747
0,2011-10-18 3:27,3,0.3251,0.3251
120,2011-10-18 3:29,3,0.0031,0.0031
60,2011-10-18 3:30,3,0.0088,0.0088
0,2011-10-18 3:30,1,0.0768,0.0768
241,2011-10-18 3:34,3,0.006,0.006
60,2011-10-18 3:35,1,0.0992,0.0992
540,2011-10-18 3:44,3,0.0029,0.0029
661,2011-10-18 3:55,3,0.0028,0.0028
180,2011-10-18 3:58,3,0.0038,0.0038
481,2011-10-18 4:06,3,0.0076,0.0076
600,2011-10-18 4:16,1,0.0789,0.0789
1622,2011-10-18 4:44,3,0.0029,0.0029
240,2011-10-18 4:48,3,0.0031,0.0031
721,2011-10-18 5:00,3,0.0052,0.0052
60,2011-10-18 5:01,3,0.003,0.003
60,2011-10-18 5:02,3,0.0029,0.0029
61,2011-10-18 5:03,3,0.0028,0.0028
60,2011-10-18 5:04,3,0.0041,0.0041
180,2011-10-18 5:07,3,0.0058,0.0058
60,2011-10-18 5:08,3,0.0028,0.0028
301,2011-10-18 5:13,3,0.0029,0.0029
120,2011-10-18 5:15,3,0.003,0.003
1141,2011-10-18 5:34,3,0.0032,0.0032
601,2011-10-18 5:44,3,0.023,0.023
60,2011-10-18 5:45,3,0.0044,0.0044
300,2011-10-18 5:50,3,0.0028,0.0028
841,2011-10-18 6:04,3,0.0047,0.0047
0,2011-10-18 6:04,1,0.0789,0.0789
481,2011-10-18 6:12,3,0.0029,0.0029
1201,2011-10-18 6:32,3,0.0072,0.0072
120,2011-10-18 6:34,3,0.0028,0.0028
1,2011-10-18 6:34,1,0.0789,0.0789
1321,2011-10-18 6:56,3,0.0047,0.0047
661,2011-10-18 7:07,3,0.0031,0.0031
0,2011-10-18 7:07,1,0.2561,0.2561
120,2011-10-18 7:09,3,0.003,0.003
4744,2011-10-18 8:28,1,0.0747,0.0747
781,2011-10-18 8:41,3,0.0045,0.0045
360,2011-10-18 8:47,1,0.5,0.5
0,2011-10-18 8:47,3,0.0028,0.0028
60,2011-10-18 8:48,1,0.168,0.168
0,2011-10-18 8:48,3,0.005,0.005
120,2011-10-18 8:50,3,0.685,0.685
0,2011-10-18 8:50,1,0.2841,0.2841
60,2011-10-18 8:51,3,0.0867,0.0867
0,2011-10-18 8:51,1,0.0975,0.0975
125,2011-10-17 2:54,3,0.0043,0.0043
120,2011-10-17 2:56,3,0.006,0.006
240,2011-10-17 3:00,1,0.0747,0.0747
0,2011-10-17 3:00,3,0.0037,0.0037
1922,2011-10-17 3:32,1,0.0747,0.0747
1321,2011-10-17 3:54,1,0.0768,0.0768
1682,2011-10-17 4:22,1,0.0924,0.0924
2102,2011-10-17 4:57,1,0.0747,0.0747
121,2011-10-17 4:59,1,0.0924,0.0924
0,2011-10-17 4:59,3,0.0056,0.0056
60,2011-10-17 5:00,1,0.0887,0.0887
0,2011-10-17 5:00,3,0.0097,0.0097
60,2011-10-17 5:01,1,0.0992,0.0992
0,2011-10-17 5:01,3,0.0093,0.0093
60,2011-10-17 5:02,3,0.0084,0.0084
541,2011-10-17 5:11,1,0.0747,0.0747
0,2011-10-17 5:11,3,0.0102,0.0102
480,2011-10-17 5:19,3,0.0044,0.0044
1022,2011-10-17 5:36,3,0.0036,0.0036
3784,2011-10-17 6:39,3,0.0032,0.0032
3904,2011-10-17 7:44,3,0.004,0.004
120,2011-10-17 7:46,3,0.0028,0.0028
2583,2011-10-17 8:29,3,0.0032,0.0032
60,2011-10-17 8:30,3,0.0061,0.0061
361,2011-10-17 8:36,3,0.0066,0.0066
1201,2011-10-17 8:56,3,0.006,0.006
120,2011-10-17 8:58,1,0.0924,0.0924
0,2011-10-17 8:58,3,0.0063,0.0063
60,2011-10-17 8:59,1,0.0768,0.0768
0,2011-10-17 8:59,3,0.0031,0.0031
601,2011-10-17 9:09,3,0.0046,0.0046
0,2011-10-17 9:09,1,0.0924,0.0924
300,2011-10-17 9:14,1,0.083,0.083
121,2011-10-17 9:16,3,0.006,0.006
0,2011-10-17 9:16,1,0.0747,0.0747
60,2011-10-17 9:17,1,0.0747,0.0747
0,2011-10-17 9:17,3,0.0048,0.0048
60,2011-10-17 9:18,3,0.0038,0.0038
120,2011-10-17 9:20,3,0.0029,0.0029
901,2011-10-17 9:35,1,0.0747,0.0747
0,2011-10-17 9:35,3,0.0044,0.0044
60,2011-10-17 9:36,3,0.015,0.015
1322,2011-10-17 9:58,3,0.0039,0.0039
300,2011-10-17 10:03,3,0.003,0.003
841,2011-10-17 10:17,3,0.0028,0.0028
1141,2011-10-17 10:36,3,0.0028,0.0028
1261,2011-10-17 10:57,1,0.5,0.5
0,2011-10-17 10:57,3,0.0031,0.0031
124,2011-10-16 0:13,3,0.0045,0.0045
2402,2011-10-16 0:53,3,0.0029,0.0029
241,2011-10-16 0:57,3,0.0054,0.0054
1742,2011-10-16 1:26,3,0.0033,0.0033
600,2011-10-16 1:36,3,0.003,0.003
1742,2011-10-16 2:05,3,0.0032,0.0032
1622,2011-10-16 2:32,3,0.0032,0.0032
0,2011-10-16 2:32,1,0.116,0.116
120,2011-10-16 2:34,1,0.083,0.083
241,2011-10-16 2:38,1,0.083,0.083
60,2011-10-16 2:39,3,0.0158,0.0158
0,2011-10-16 2:39,1,0.0768,0.0768
841,2011-10-16 2:53,3,0.0049,0.0049
180,2011-10-16 2:56,3,0.0028,0.0028
60,2011-10-16 2:57,3,0.0035,0.0035
0,2011-10-16 2:57,1,0.0906,0.0906
1142,2011-10-16 3:16,3,0.0029,0.0029
300,2011-10-16 3:21,3,0.0031,0.0031
60,2011-10-16 3:22,3,0.0036,0.0036
0,2011-10-16 3:22,1,0.0747,0.0747
61,2011-10-16 3:23,3,0.0038,0.0038
300,2011-10-16 3:28,3,0.0029,0.0029
421,2011-10-16 3:35,3,0.0036,0.0036
60,2011-10-16 3:36,3,0.0057,0.0057
121,2011-10-16 3:38,3,0.0035,0.0035
120,2011-10-16 3:40,3,0.0032,0.0032
841,2011-10-16 3:54,1,0.1548,0.1548
0,2011-10-16 3:54,3,0.0168,0.0168
1082,2011-10-16 4:12,1,0.081,0.081
0,2011-10-16 4:12,3,0.0055,0.0055
120,2011-10-16 4:14,1,0.1331,0.1331
0,2011-10-16 4:14,3,0.0028,0.0028
1201,2011-10-16 4:34,3,0.0087,0.0087
781,2011-10-16 4:47,3,0.0047,0.0047
1141,2011-10-16 5:06,3,0.0041,0.0041
1562,2011-10-16 5:32,3,0.0051,0.0051
60,2011-10-16 5:33,3,0.0036,0.0036
61,2011-10-16 5:34,3,0.0029,0.0029
60,2011-10-16 5:35,3,0.0029,0.0029
180,2011-10-16 5:38,3,0.0034,0.0034
1922,2011-10-16 6:10,3,0.0038,0.0038
1081,2011-10-16 6:28,3,0.0028,0.0028
481,2011-10-16 6:36,3,0.0028,0.0028
60,2011-10-16 6:37,3,0.0038,0.0038
361,2011-10-16 6:44,3,0.0052,0.0052
60,2011-10-16 6:45,3,0.006,0.006
540,2011-10-16 6:54,1,0.0924,0.0924
0,2011-10-16 6:54,3,0.0149,0.0149
601,2011-10-16 7:04,3,0.0034,0.0034
661,2011-10-16 7:15,3,0.0063,0.0063
360,2011-10-16 7:21,3,0.0044,0.0044
2943,2011-10-16 8:10,3,0.0035,0.0035
241,2011-10-16 8:14,3,0.0081,0.0081
60,2011-10-16 8:15,3,0.0035,0.0035
1502,2011-10-16 8:40,3,0.0037,0.0037
180,2011-10-16 8:43,3,0.0029,0.0029
120,2011-10-16 8:45,1,0.083,0.083
1021,2011-10-16 9:02,3,0.0028,0.0028
60,2011-10-16 9:03,3,0.0043,0.0043
0,2011-10-16 9:03,1,0.0747,0.0747
60,2011-10-16 9:04,1,0.0747,0.0747
61,2011-10-16 9:05,1,0.0747,0.0747
0,2011-10-16 9:05,3,0.0044,0.0044
60,2011-10-16 9:06,3,0.0119,0.0119
120,2011-10-16 9:08,3,0.0036,0.0036
125,2011-10-15 2:14,3,0.0029,0.0029
0,2011-10-15 2:14,1,0.081,0.081
60,2011-10-15 2:15,3,0.0042,0.0042
60,2011-10-15 2:16,3,0.0039,0.0039
4204,2011-10-15 3:26,1,0.083,0.083
841,2011-10-15 3:40,3,0.0033,0.0033
1862,2011-10-15 4:11,3,0.0031,0.0031
60,2011-10-15 4:12,3,0.0029,0.0029
1021,2011-10-15 4:29,3,0.0029,0.0029
3123,2011-10-15 5:21,3,0.0029,0.0029
120,2011-10-15 5:23,1,0.0768,0.0768
0,2011-10-15 5:23,3,0.0038,0.0038
61,2011-10-15 5:25,3,0.0041,0.0041
60,2011-10-15 5:26,1,0.0768,0.0768
0,2011-10-15 5:26,3,0.0037,0.0037
60,2011-10-15 5:27,1,0.081,0.081
0,2011-10-15 5:27,3,0.005,0.005
541,2011-10-15 5:36,1,0.0992,0.0992
0,2011-10-15 5:36,3,0.0049,0.0049
2522,2011-10-15 6:18,3,0.0065,0.0065
541,2011-10-15 6:27,3,0.0031,0.0031
180,2011-10-15 6:30,1,0.1117,0.1117
0,2011-10-15 6:30,3,0.0059,0.0059
601,2011-10-15 6:40,1,0.0747,0.0747
1201,2011-10-15 7:00,3,0.0082,0.0082
481,2011-10-15 7:08,3,0.0028,0.0028
540,2011-10-15 7:17,1,0.0768,0.0768
0,2011-10-15 7:17,3,0.0046,0.0046
61,2011-10-15 7:18,3,0.0061,0.0061
1201,2011-10-15 7:38,1,0.0992,0.0992
180,2011-10-15 7:41,1,0.0906,0.0906
60,2011-10-15 7:42,3,0.0031,0.0031
841,2011-10-15 7:56,3,0.006,0.006
541,2011-10-15 8:05,1,0.0975,0.0975
1261,2011-10-15 8:26,3,0.0063,0.0063
1442,2011-10-15 8:50,3,0.0036,0.0036
60,2011-10-15 8:51,1,0.0768,0.0768
0,2011-10-15 8:51,3,0.0043,0.0043
1441,2011-10-15 9:15,3,0.009,0.009
1,2011-10-15 9:15,1,0.0747,0.0747
125,2011-10-14 1:00,1,0.1056,0.1056
0,2011-10-14 1:00,3,0.0056,0.0056
60,2011-10-14 1:01,1,0.1331,0.1331
0,2011-10-14 1:01,3,0.0103,0.0103
300,2011-10-14 1:06,1,0.0768,0.0768
0,2011-10-14 1:06,3,0.0032,0.0032
60,2011-10-14 1:07,1,0.0789,0.0789
0,2011-10-14 1:07,3,0.0056,0.0056
60,2011-10-14 1:08,3,0.0028,0.0028
301,2011-10-14 1:13,1,0.085,0.085
0,2011-10-14 1:13,3,0.0047,0.0047
60,2011-10-14 1:14,1,0.085,0.085
60,2011-10-14 1:15,1,0.0747,0.0747
120,2011-10-14 1:17,1,0.0768,0.0768
60,2011-10-14 1:18,1,0.083,0.083
61,2011-10-14 1:19,1,0.6914,0.6914
0,2011-10-14 1:19,3,0.0032,0.0032
60,2011-10-14 1:20,1,0.1117,0.1117
60,2011-10-14 1:21,1,0.0789,0.0789
60,2011-10-14 1:22,3,0.0063,0.0063
0,2011-10-14 1:22,1,0.1558,0.1558
60,2011-10-14 1:23,1,0.081,0.081
60,2011-10-14 1:24,1,0.0747,0.0747
120,2011-10-14 1:26,3,0.0686,0.0686
1,2011-10-14 1:26,1,0.1793,0.1793
60,2011-10-14 1:27,3,0.0064,0.0064
0,2011-10-14 1:27,1,0.1865,0.1865
60,2011-10-14 1:28,1,0.0768,0.0768
0,2011-10-14 1:28,3,0.004,0.004
60,2011-10-14 1:29,1,0.3489,0.3489
0,2011-10-14 1:29,3,0.0696,0.0696
60,2011-10-14 1:30,1,0.3889,0.3889
0,2011-10-14 1:30,3,0.0075,0.0075
1202,2011-10-14 1:50,3,0.0174,0.0174
0,2011-10-14 1:50,1,0.1268,0.1268
60,2011-10-14 1:51,3,0.0093,0.0093
120,2011-10-14 1:53,1,0.0747,0.0747
1862,2011-10-14 2:24,3,0.0029,0.0029
721,2011-10-14 2:36,3,0.0029,0.0029
7989,2011-10-14 4:49,3,0.0028,0.0028
720,2011-10-14 5:01,3,0.0037,0.0037
361,2011-10-14 5:07,1,0.085,0.085
0,2011-10-14 5:07,3,0.0031,0.0031
2402,2011-10-14 5:47,3,0.0056,0.0056
481,2011-10-14 5:55,3,0.003,0.003
1021,2011-10-14 6:12,3,0.0079,0.0079
60,2011-10-14 6:13,3,0.007,0.007
120,2011-10-14 6:15,3,0.006,0.006
61,2011-10-14 6:16,3,0.0034,0.0034
240,2011-10-14 6:20,3,0.0041,0.0041
721,2011-10-14 6:32,3,0.01,0.01
180,2011-10-14 6:35,3,0.003,0.003
60,2011-10-14 6:36,3,0.0304,0.0304
60,2011-10-14 6:37,3,0.022,0.022
0,2011-10-14 6:37,1,0.0747,0.0747
61,2011-10-14 6:38,3,0.0058,0.0058
0,2011-10-14 6:38,1,0.0975,0.0975
60,2011-10-14 6:39,3,0.0043,0.0043
120,2011-10-14 6:41,3,0.0028,0.0028
0,2011-10-14 6:41,1,0.0747,0.0747
1682,2011-10-14 7:09,1,0.0768,0.0768
0,2011-10-14 7:09,3,0.0028,0.0028
361,2011-10-14 7:15,3,0.0031,0.0031
901,2011-10-14 7:30,1,0.1793,0.1793
0,2011-10-14 7:30,3,0.0078,0.0078
120,2011-10-14 7:32,3,0.0029,0.0029
661,2011-10-14 7:43,1,0.0768,0.0768
60,2011-10-14 7:44,3,0.0099,0.0099
601,2011-10-14 7:54,3,0.0047,0.0047
0,2011-10-14 7:54,1,0.0768,0.0768
1502,2011-10-14 8:20,1,0.0747,0.0747
1501,2011-10-14 8:45,1,0.0941,0.0941
0,2011-10-14 8:45,3,0.0041,0.0041
241,2011-10-14 8:49,3,0.0031,0.0031
420,2011-10-14 8:56,1,0.081,0.081
0,2011-10-14 8:56,3,0.0332,0.0332
60,2011-10-14 8:57,3,0.007,0.007
541,2011-10-14 9:06,1,0.0992,0.0992
841,2011-10-14 9:20,1,1.1627,1.1627
0,2011-10-14 9:20,3,0.0584,0.0584
60,2011-10-14 9:21,1,0.0924,0.0924
0,2011-10-14 9:21,3,0.0036,0.0036
60,2011-10-14 9:22,3,0.0743,0.0743
0,2011-10-14 9:22,1,0.104,0.104
61,2011-10-14 9:23,3,0.006,0.006
0,2011-10-14 9:23,1,0.0747,0.0747
60,2011-10-14 9:24,3,0.0028,0.0028
60,2011-10-14 9:25,3,0.0607,0.0607
0,2011-10-14 9:25,1,0.0747,0.0747
60,2011-10-14 9:26,3,0.0032,0.0032
60,2011-10-14 9:27,3,0.0032,0.0032
0,2011-10-14 9:27,1,0.1215,0.1215
301,2011-10-14 9:32,3,0.0143,0.0143
124,2011-10-13 1:23,3,0.0056,0.0056
3063,2011-10-13 2:14,3,0.0028,0.0028
120,2011-10-13 2:16,1,0.083,0.083
901,2011-10-13 2:31,3,0.0028,0.0028
2943,2011-10-13 3:20,3,0.0032,0.0032
2343,2011-10-13 4:00,1,0.116,0.116
0,2011-10-13 4:00,3,0.0045,0.0045
60,2011-10-13 4:01,3,0.0037,0.0037
301,2011-10-13 4:06,1,0.0906,0.0906
60,2011-10-13 4:07,1,0.0747,0.0747
0,2011-10-13 4:07,3,0.0108,0.0108
120,2011-10-13 4:09,3,0.0065,0.0065
0,2011-10-13 4:09,1,0.0747,0.0747
60,2011-10-13 4:10,1,0.0747,0.0747
0,2011-10-13 4:10,3,0.0048,0.0048
1562,2011-10-13 4:36,3,0.0042,0.0042
0,2011-10-13 4:36,1,0.0768,0.0768
2463,2011-10-13 5:17,3,0.0029,0.0029
481,2011-10-13 5:25,3,0.0028,0.0028
480,2011-10-13 5:33,3,0.003,0.003
481,2011-10-13 5:41,3,0.0043,0.0043
961,2011-10-13 5:57,3,0.0029,0.0029
300,2011-10-13 6:02,3,0.0033,0.0033
1,2011-10-13 6:02,1,0.0906,0.0906
420,2011-10-13 6:09,1,0.1056,0.1056
60,2011-10-13 6:10,3,0.0066,0.0066
1322,2011-10-13 6:32,1,0.0768,0.0768
540,2011-10-13 6:41,3,0.0057,0.0057
481,2011-10-13 6:49,3,0.0053,0.0053
541,2011-10-13 6:58,1,0.1056,0.1056
0,2011-10-13 6:58,3,0.0241,0.0241
60,2011-10-13 6:59,3,0.0218,0.0218
601,2011-10-13 7:09,3,0.005,0.005
720,2011-10-13 7:21,3,0.0028,0.0028
61,2011-10-13 7:22,3,0.0029,0.0029
600,2011-10-13 7:32,3,0.0028,0.0028
60,2011-10-13 7:33,1,0.0975,0.0975
121,2011-10-13 7:35,1,0.1391,0.1391
0,2011-10-13 7:35,3,0.0071,0.0071
60,2011-10-13 7:36,3,0.0076,0.0076
420,2011-10-13 7:43,3,0.0031,0.0031
661,2011-10-13 7:54,3,0.0113,0.0113
361,2011-10-13 8:00,1,0.081,0.081
120,2011-10-13 8:02,1,0.1281,0.1281
0,2011-10-13 8:02,3,0.0423,0.0423
125,2011-10-12 4:29,3,0.0037,0.0037
60,2011-10-12 4:30,3,0.0064,0.0064
120,2011-10-12 4:32,1,0.4213,0.4213
0,2011-10-12 4:32,3,0.013,0.013
61,2011-10-12 4:33,1,0.0789,0.0789
0,2011-10-12 4:33,3,0.0119,0.0119
60,2011-10-12 4:34,3,0.0173,0.0173
4384,2011-10-12 5:47,3,0.0029,0.0029
60,2011-10-12 5:48,3,0.0031,0.0031
241,2011-10-12 5:52,3,0.0028,0.0028
180,2011-10-12 5:55,3,0.0038,0.0038
60,2011-10-12 5:56,3,0.0029,0.0029
781,2011-10-12 6:09,3,0.0028,0.0028
60,2011-10-12 6:10,3,0.004,0.004
61,2011-10-12 6:11,3,0.0029,0.0029
60,2011-10-12 6:12,3,0.0034,0.0034
60,2011-10-12 6:13,3,0.0039,0.0039
60,2011-10-12 6:14,3,0.0028,0.0028
120,2011-10-12 6:16,3,0.0032,0.0032
60,2011-10-12 6:17,3,0.0028,0.0028
3484,2011-10-12 7:15,3,0.0036,0.0036
541,2011-10-12 7:24,3,0.0029,0.0029
2162,2011-10-12 8:00,3,0.0051,0.0051
301,2011-10-12 8:05,3,0.0111,0.0111
60,2011-10-12 8:06,3,0.0034,0.0034
1682,2011-10-12 8:34,3,0.0032,0.0032
60,2011-10-12 8:35,3,0.0036,0.0036
180,2011-10-12 8:38,1,0.0768,0.0768
0,2011-10-12 8:38,3,0.0055,0.0055
60,2011-10-12 8:39,3,0.004,0.004
0,2011-10-12 8:39,1,0.085,0.085
2043,2011-10-12 9:13,3,0.0046,0.0046
880,2011-10-12 9:28,3,0.0055,0.0055
124,2011-10-11 0:56,3,0.0036,0.0036
2102,2011-10-11 1:32,3,0.0114,0.0114
60,2011-10-11 1:33,3,0.0039,0.0039
60,2011-10-11 1:34,3,0.0028,0.0028
241,2011-10-11 1:38,3,0.0033,0.0033
240,2011-10-11 1:42,3,0.0032,0.0032
1682,2011-10-11 2:10,1,0.116,0.116
0,2011-10-11 2:10,3,0.0202,0.0202
60,2011-10-11 2:11,1,0.168,0.168
0,2011-10-11 2:11,3,0.0149,0.0149
60,2011-10-11 2:12,3,0.0029,0.0029
180,2011-10-11 2:15,3,0.0028,0.0028
1,2011-10-11 2:15,1,0.116,0.116
60,2011-10-11 2:16,3,0.0034,0.0034
60,2011-10-11 2:17,3,0.0028,0.0028
2463,2011-10-11 2:58,3,0.003,0.003
961,2011-10-11 3:14,3,0.0028,0.0028
420,2011-10-11 3:21,3,0.003,0.003
421,2011-10-11 3:28,3,0.0042,0.0042
240,2011-10-11 3:32,3,0.0034,0.0034
180,2011-10-11 3:35,3,0.0173,0.0173
0,2011-10-11 3:35,1,0.0789,0.0789
60,2011-10-11 3:36,3,0.0028,0.0028
661,2011-10-11 3:47,3,0.0029,0.0029
841,2011-10-11 4:01,1,0.0906,0.0906
0,2011-10-11 4:01,3,0.004,0.004
2943,2011-10-11 4:50,1,0.0768,0.0768
1202,2011-10-11 5:10,3,0.0029,0.0029
1261,2011-10-11 5:31,3,0.003,0.003
1021,2011-10-11 5:48,1,0.0924,0.0924
0,2011-10-11 5:48,3,0.0255,0.0255
60,2011-10-11 5:49,1,0.0768,0.0768
0,2011-10-11 5:49,3,0.0043,0.0043
2163,2011-10-11 6:25,3,0.0031,0.0031
541,2011-10-11 6:34,3,0.0028,0.0028
2222,2011-10-11 7:11,3,0.0034,0.0034
1081,2011-10-11 7:29,3,0.0029,0.0029
1862,2011-10-11 8:00,3,0.0032,0.0032
481,2011-10-11 8:08,3,0.0158,0.0158
0,2011-10-11 8:08,1,0.083,0.083
60,2011-10-11 8:09,3,0.0044,0.0044
300,2011-10-11 8:14,3,0.0032,0.0032
661,2011-10-11 8:25,3,0.0055,0.0055
60,2011-10-11 8:26,1,0.083,0.083
0,2011-10-11 8:26,3,0.0744,0.0744
60,2011-10-11 8:27,3,0.0079,0.0079
60,2011-10-11 8:28,3,0.0044,0.0044
60,2011-10-11 8:29,3,0.0042,0.0042
125,2011-10-10 1:27,1,0.083,0.083
0,2011-10-10 1:27,3,0.0098,0.0098
60,2011-10-10 1:28,1,0.0768,0.0768
0,2011-10-10 1:28,3,0.036,0.036
240,2011-10-10 1:32,1,0.0768,0.0768
0,2011-10-10 1:32,3,0.023,0.023
60,2011-10-10 1:33,1,0.0747,0.0747
0,2011-10-10 1:33,3,0.0054,0.0054
181,2011-10-10 1:36,1,0.0747,0.0747
0,2011-10-10 1:36,3,0.0183,0.0183
5105,2011-10-10 3:01,3,0.0029,0.0029
301,2011-10-10 3:06,3,0.0029,0.0029
1081,2011-10-10 3:24,1,0.0789,0.0789
1021,2011-10-10 3:41,3,0.0029,0.0029
1501,2011-10-10 4:06,3,0.0029,0.0029
5526,2011-10-10 5:38,3,0.0047,0.0047
1502,2011-10-10 6:03,3,0.0069,0.0069
601,2011-10-10 6:13,3,0.0028,0.0028
1861,2011-10-10 6:44,3,0.0036,0.0036
1,2011-10-10 6:44,1,0.1391,0.1391
