duration,timestamp,x,value_old,value
1021,2011-06-21 2:31,3,0.009,0.009
60,2011-06-21 2:32,3,0.052,0.052
0,2011-06-21 2:32,1,0.1793,0.1793
60,2011-06-21 2:33,3,0.091,0.091
961,2011-06-21 2:49,3,0.004,0.004
601,2011-06-21 2:59,3,0.0029,0.0029
180,2011-06-21 3:02,3,0.0028,0.0028
1081,2011-06-21 3:20,3,0.0029,0.0029
601,2011-06-21 3:30,3,0.004,0.004
60,2011-06-21 3:31,3,0.0043,0.0043
0,2011-06-21 3:31,1,0.1415,0.1415
961,2011-06-21 3:47,3,0.004,0.004
120,2011-06-21 3:49,3,0.0034,0.0034
301,2011-06-21 3:54,1,0.0747,0.0747
60,2011-06-21 3:55,3,0.0031,0.0031
660,2011-06-21 4:06,3,0.0041,0.0041
0,2011-06-21 4:06,1,0.1072,0.1072
121,2011-06-21 4:08,1,0.083,0.083
841,2011-06-21 4:22,3,0.0028,0.0028
901,2011-06-21 4:37,3,0.0046,0.0046
0,2011-06-21 4:37,1,0.0747,0.0747
1081,2011-06-21 4:55,3,0.0283,0.0283
0,2011-06-21 4:55,1,0.2305,0.2305
120,2011-06-21 4:57,3,0.003,0.003
0,2011-06-21 4:57,1,0.0789,0.0789
1141,2011-06-21 5:16,3,0.0028,0.0028
1202,2011-06-21 5:36,3,0.0031,0.0031
60,2011-06-21 5:37,3,0.0063,0.0063
60,2011-06-21 5:38,3,0.0033,0.0033
0,2011-06-21 5:38,1,0.0941,0.0941
541,2011-06-21 5:47,3,0.0028,0.0028
1021,2011-06-21 6:04,1,0.0747,0.0747
0,2011-06-21 6:04,3,0.0046,0.0046
120,2011-06-21 6:06,3,0.0097,0.0097
0,2011-06-21 6:06,1,0.1025,0.1025
60,2011-06-21 6:07,3,0.0153,0.0153
60,2011-06-21 6:08,3,0.0042,0.0042
0,2011-06-21 6:08,1,0.0924,0.0924
721,2011-06-21 6:20,3,0.0033,0.0033
301,2011-06-21 6:25,1,0.0906,0.0906
420,2011-06-21 6:32,3,0.0031,0.0031
2342,2011-06-21 7:11,3,0.0028,0.0028
61,2011-06-21 7:12,1,0.0906,0.0906
0,2011-06-21 7:12,3,0.0032,0.0032
120,2011-06-21 7:14,1,0.1391,0.1391
0,2011-06-21 7:14,3,0.0063,0.0063
961,2011-06-21 7:30,3,0.0032,0.0032
180,2011-06-21 7:33,3,0.0028,0.0028
661,2011-06-21 7:44,3,0.0081,0.0081
360,2011-06-21 7:50,3,0.0046,0.0046
0,2011-06-21 7:50,1,0.0906,0.0906
181,2011-06-21 7:53,3,0.0076,0.0076
841,2011-06-21 8:07,3,0.003,0.003
420,2011-06-21 8:14,3,0.0038,0.0038
0,2011-06-21 8:14,1,0.0768,0.0768
301,2011-06-21 8:20,1,0.081,0.081
480,2011-06-21 8:28,1,0.0747,0.0747
600,2011-06-21 8:38,1,0.083,0.083
240,2011-06-21 8:42,1,0.5,0.5
60,2011-06-21 8:43,1,0.0789,0.0789
0,2011-06-21 8:43,3,0.0717,0.0717
120,2011-06-21 8:45,1,0.2049,0.2049
0,2011-06-21 8:45,3,0.0037,0.0037
61,2011-06-21 8:46,1,0.1072,0.1072
0,2011-06-21 8:46,3,0.0093,0.0093
60,2011-06-21 8:47,1,0.7428,0.7428
0,2011-06-21 8:47,3,0.0117,0.0117
124,2011-06-20 0:39,3,0.0052,0.0052
180,2011-06-20 0:42,3,0.0028,0.0028
840,2011-06-20 0:56,3,0.0125,0.0125
1,2011-06-20 0:56,1,0.085,0.085
60,2011-06-20 0:57,1,0.0747,0.0747
0,2011-06-20 0:57,3,0.0078,0.0078
300,2011-06-20 1:02,1,0.083,0.083
0,2011-06-20 1:02,3,0.0043,0.0043
60,2011-06-20 1:03,3,0.0031,0.0031
121,2011-06-20 1:05,3,0.0033,0.0033
240,2011-06-20 1:09,3,0.0028,0.0028
360,2011-06-20 1:15,3,0.0028,0.0028
181,2011-06-20 1:18,1,0.081,0.081
120,2011-06-20 1:20,1,0.1087,0.1087
120,2011-06-20 1:22,1,0.0924,0.0924
481,2011-06-20 1:30,3,0.0028,0.0028
2883,2011-06-20 2:18,3,0.0029,0.0029
1681,2011-06-20 2:46,3,0.0031,0.0031
301,2011-06-20 2:51,3,0.0029,0.0029
240,2011-06-20 2:55,3,0.0028,0.0028
541,2011-06-20 3:04,1,0.0768,0.0768
0,2011-06-20 3:04,3,0.0087,0.0087
120,2011-06-20 3:06,3,0.0056,0.0056
60,2011-06-20 3:07,3,0.0033,0.0033
60,2011-06-20 3:08,1,0.0789,0.0789
60,2011-06-20 3:09,3,0.0037,0.0037
60,2011-06-20 3:10,3,0.0029,0.0029
541,2011-06-20 3:19,3,0.0033,0.0033
60,2011-06-20 3:20,3,0.0029,0.0029
421,2011-06-20 3:27,1,0.0747,0.0747
0,2011-06-20 3:27,3,0.0031,0.0031
60,2011-06-20 3:28,1,0.0768,0.0768
60,2011-06-20 3:29,3,0.0066,0.0066
120,2011-06-20 3:31,3,0.0028,0.0028
361,2011-06-20 3:37,3,0.0032,0.0032
0,2011-06-20 3:37,1,0.1415,0.1415
120,2011-06-20 3:39,3,0.0035,0.0035
841,2011-06-20 3:53,3,0.0034,0.0034
0,2011-06-20 3:53,1,0.1228,0.1228
120,2011-06-20 3:55,3,0.0052,0.0052
60,2011-06-20 3:56,3,0.006,0.006
0,2011-06-20 3:56,1,0.0789,0.0789
120,2011-06-20 3:58,3,0.0029,0.0029
181,2011-06-20 4:01,3,0.0045,0.0045
0,2011-06-20 4:01,1,0.1117,0.1117
660,2011-06-20 4:12,3,0.0241,0.0241
0,2011-06-20 4:12,1,0.1319,0.1319
481,2011-06-20 4:20,1,0.0768,0.0768
961,2011-06-20 4:36,3,0.0046,0.0046
661,2011-06-20 4:47,1,0.083,0.083
60,2011-06-20 4:48,3,0.0054,0.0054
1562,2011-06-20 5:14,1,0.0768,0.0768
60,2011-06-20 5:15,3,0.0028,0.0028
961,2011-06-20 5:31,3,0.004,0.004
240,2011-06-20 5:35,3,0.0057,0.0057
360,2011-06-20 5:41,1,0.083,0.083
0,2011-06-20 5:41,3,0.0153,0.0153
61,2011-06-20 5:42,1,0.0789,0.0789
0,2011-06-20 5:42,3,0.0102,0.0102
240,2011-06-20 5:46,3,0.0029,0.0029
1502,2011-06-20 6:11,3,0.0035,0.0035
1081,2011-06-20 6:30,3,0.0052,0.0052
1201,2011-06-20 6:50,3,0.0028,0.0028
661,2011-06-20 7:01,3,0.0029,0.0029
841,2011-06-20 7:15,3,0.0031,0.0031
600,2011-06-20 7:25,3,0.0066,0.0066
2703,2011-06-20 8:10,1,0.1201,0.1201
60,2011-06-20 8:11,3,0.0046,0.0046
240,2011-06-20 8:15,3,0.0063,0.0063
0,2011-06-20 8:15,1,0.083,0.083
121,2011-06-20 8:17,3,0.0091,0.0091
0,2011-06-20 8:17,1,0.0747,0.0747
120,2011-06-20 8:19,1,0.0768,0.0768
0,2011-06-20 8:19,3,0.0122,0.0122
60,2011-06-20 8:20,3,0.0218,0.0218
301,2011-06-20 8:25,3,0.0034,0.0034
540,2011-06-20 8:34,3,0.0032,0.0032
781,2011-06-20 8:47,1,0.083,0.083
60,2011-06-20 8:48,1,0.0768,0.0768
120,2011-06-20 8:50,3,0.0033,0.0033
0,2011-06-20 8:50,1,0.0747,0.0747
361,2011-06-20 8:56,1,0.081,0.081
0,2011-06-20 8:56,3,0.0034,0.0034
60,2011-06-20 8:57,3,0.0055,0.0055
60,2011-06-20 8:58,3,0.003,0.003
60,2011-06-20 8:59,3,0.0033,0.0033
60,2011-06-20 9:00,3,0.01,0.01
0,2011-06-20 9:00,1,0.0924,0.0924
121,2011-06-20 9:02,3,0.0034,0.0034
0,2011-06-20 9:02,1,0.085,0.085
120,2011-06-20 9:04,1,0.083,0.083
0,2011-06-20 9:04,3,0.0045,0.0045
60,2011-06-20 9:05,3,0.0029,0.0029
0,2011-06-20 9:05,1,0.0747,0.0747
60,2011-06-20 9:06,3,0.0037,0.0037
241,2011-06-20 9:10,1,0.1331,0.1331
180,2011-06-20 9:13,1,0.1331,0.1331
0,2011-06-20 9:13,3,0.0037,0.0037
60,2011-06-20 9:14,1,0.104,0.104
0,2011-06-20 9:14,3,0.0085,0.0085
60,2011-06-20 9:15,3,0.0029,0.0029
0,2011-06-20 9:15,1,0.0747,0.0747
60,2011-06-20 9:16,3,0.0044,0.0044
1,2011-06-20 9:16,1,0.1281,0.1281
60,2011-06-20 9:17,1,0.081,0.081
0,2011-06-20 9:17,3,0.0173,0.0173
60,2011-06-20 9:18,3,0.0029,0.0029
0,2011-06-20 9:18,1,0.0768,0.0768
60,2011-06-20 9:19,3,0.0049,0.0049
0,2011-06-20 9:19,1,0.0924,0.0924
60,2011-06-20 9:20,1,0.0747,0.0747
0,2011-06-20 9:20,3,0.0099,0.0099
181,2011-06-20 9:23,3,0.0049,0.0049
0,2011-06-20 9:23,1,0.0887,0.0887
2945,2011-06-19 1:03,3,0.0042,0.0042
2523,2011-06-19 1:45,3,0.0038,0.0038
1261,2011-06-19 2:06,3,0.0035,0.0035
61,2011-06-19 2:07,1,0.0975,0.0975
0,2011-06-19 2:07,3,0.0107,0.0107
360,2011-06-19 2:13,3,0.0045,0.0045
60,2011-06-19 2:14,1,0.0768,0.0768
0,2011-06-19 2:14,3,0.0031,0.0031
121,2011-06-19 2:16,3,0.0031,0.0031
420,2011-06-19 2:23,3,0.0048,0.0048
240,2011-06-19 2:27,3,0.0032,0.0032
241,2011-06-19 2:31,3,0.0046,0.0046
0,2011-06-19 2:31,1,0.081,0.081
600,2011-06-19 2:41,3,0.0038,0.0038
241,2011-06-19 2:45,3,0.0031,0.0031
0,2011-06-19 2:45,1,0.0768,0.0768
60,2011-06-19 2:46,3,0.0029,0.0029
420,2011-06-19 2:53,3,0.0097,0.0097
1,2011-06-19 2:53,1,0.0906,0.0906
60,2011-06-19 2:54,3,0.0051,0.0051
300,2011-06-19 2:59,1,0.2416,0.2416
0,2011-06-19 2:59,3,0.0075,0.0075
60,2011-06-19 3:00,3,0.007,0.007
60,2011-06-19 3:01,1,0.0906,0.0906
0,2011-06-19 3:01,3,0.004,0.004
61,2011-06-19 3:02,3,0.0097,0.0097
360,2011-06-19 3:08,3,0.0031,0.0031
180,2011-06-19 3:11,1,0.0768,0.0768
0,2011-06-19 3:11,3,0.0132,0.0132
60,2011-06-19 3:12,3,0.0031,0.0031
181,2011-06-19 3:15,3,0.0066,0.0066
120,2011-06-19 3:17,3,0.0031,0.0031
420,2011-06-19 3:24,3,0.0028,0.0028
421,2011-06-19 3:31,1,0.0747,0.0747
0,2011-06-19 3:31,3,0.0071,0.0071
480,2011-06-19 3:39,3,0.0037,0.0037
181,2011-06-19 3:42,3,0.003,0.003
1381,2011-06-19 4:05,1,0.0789,0.0789
0,2011-06-19 4:05,3,0.0029,0.0029
180,2011-06-19 4:08,3,0.0029,0.0029
962,2011-06-19 4:25,3,0.003,0.003
0,2011-06-19 4:25,1,0.0789,0.0789
420,2011-06-19 4:32,3,0.0031,0.0031
421,2011-06-19 4:39,3,0.0033,0.0033
240,2011-06-19 4:43,3,0.0031,0.0031
60,2011-06-19 4:44,3,0.0031,0.0031
420,2011-06-19 4:51,3,0.0032,0.0032
241,2011-06-19 4:55,3,0.0032,0.0032
60,2011-06-19 4:56,1,0.0975,0.0975
0,2011-06-19 4:56,3,0.0086,0.0086
661,2011-06-19 5:07,3,0.0042,0.0042
120,2011-06-19 5:09,1,0.1188,0.1188
420,2011-06-19 5:16,3,0.0031,0.0031
181,2011-06-19 5:19,3,0.0111,0.0111
0,2011-06-19 5:19,1,0.1268,0.1268
360,2011-06-19 5:25,1,0.083,0.083
60,2011-06-19 5:26,3,0.0033,0.0033
541,2011-06-19 5:35,3,0.0156,0.0156
540,2011-06-19 5:44,3,0.0028,0.0028
541,2011-06-19 5:53,3,0.003,0.003
661,2011-06-19 6:04,3,0.0029,0.0029
60,2011-06-19 6:05,3,0.0032,0.0032
60,2011-06-19 6:06,3,0.0028,0.0028
541,2011-06-19 6:15,3,0.0072,0.0072
0,2011-06-19 6:15,1,0.0941,0.0941
60,2011-06-19 6:16,3,0.0159,0.0159
240,2011-06-19 6:20,3,0.0046,0.0046
60,2011-06-19 6:21,3,0.0108,0.0108
60,2011-06-19 6:22,1,0.0768,0.0768
61,2011-06-19 6:23,3,0.0039,0.0039
0,2011-06-19 6:23,1,0.168,0.168
180,2011-06-19 6:26,3,0.0028,0.0028
60,2011-06-19 6:27,3,0.0036,0.0036
180,2011-06-19 6:30,1,0.0789,0.0789
180,2011-06-19 6:33,3,0.0031,0.0031
1,2011-06-19 6:33,1,0.0924,0.0924
360,2011-06-19 6:39,3,0.0058,0.0058
360,2011-06-19 6:45,3,0.0031,0.0031
121,2011-06-19 6:47,3,0.0032,0.0032
0,2011-06-19 6:47,1,0.2581,0.2581
60,2011-06-19 6:48,3,0.0145,0.0145
420,2011-06-19 6:55,3,0.0041,0.0041
421,2011-06-19 7:02,3,0.0035,0.0035
1501,2011-06-19 7:27,3,0.004,0.004
421,2011-06-19 7:34,1,0.0747,0.0747
60,2011-06-19 7:35,3,0.0054,0.0054
961,2011-06-19 7:51,3,0.0028,0.0028
0,2011-06-19 7:51,1,0.1056,0.1056
361,2011-06-19 7:57,3,0.0028,0.0028
600,2011-06-19 8:07,3,0.0227,0.0227
0,2011-06-19 8:07,1,0.1709,0.1709
60,2011-06-19 8:08,3,0.0111,0.0111
61,2011-06-19 8:09,3,0.0046,0.0046
0,2011-06-19 8:09,1,0.0768,0.0768
60,2011-06-19 8:10,3,0.0109,0.0109
60,2011-06-19 8:11,3,0.0165,0.0165
0,2011-06-19 8:11,1,0.083,0.083
120,2011-06-19 8:13,3,0.0113,0.0113
0,2011-06-19 8:13,1,0.0747,0.0747
120,2011-06-19 8:15,3,0.0049,0.0049
60,2011-06-19 8:16,3,0.0055,0.0055
1,2011-06-19 8:16,1,0.1056,0.1056
120,2011-06-19 8:18,3,0.0029,0.0029
120,2011-06-19 8:20,3,0.004,0.004
120,2011-06-19 8:22,3,0.0034,0.0034
300,2011-06-19 8:27,3,0.0033,0.0033
301,2011-06-19 8:32,1,0.0768,0.0768
0,2011-06-19 8:32,3,0.0032,0.0032
180,2011-06-19 8:35,3,0.014,0.014
0,2011-06-19 8:35,1,0.0924,0.0924
361,2011-06-19 8:41,3,0.0028,0.0028
600,2011-06-19 8:51,3,0.0101,0.0101
0,2011-06-19 8:51,1,0.0747,0.0747
61,2011-06-19 8:52,3,0.0128,0.0128
180,2011-06-19 8:55,3,0.0062,0.0062
0,2011-06-19 8:55,1,0.081,0.081
124,2011-06-18 3:20,3,0.0028,0.0028
0,2011-06-18 3:20,1,0.0789,0.0789
120,2011-06-18 3:22,3,0.007,0.007
60,2011-06-18 3:23,3,0.0028,0.0028
360,2011-06-18 3:29,1,0.0975,0.0975
1141,2011-06-18 3:48,1,0.0747,0.0747
721,2011-06-18 4:00,3,0.0032,0.0032
60,2011-06-18 4:01,3,0.0034,0.0034
1382,2011-06-18 4:24,3,0.0029,0.0029
480,2011-06-18 4:32,1,0.0789,0.0789
0,2011-06-18 4:32,3,0.0131,0.0131
1201,2011-06-18 4:52,3,0.0028,0.0028
121,2011-06-18 4:54,3,0.0074,0.0074
0,2011-06-18 4:54,1,0.116,0.116
1622,2011-06-18 5:21,3,0.0035,0.0035
900,2011-06-18 5:36,3,0.0028,0.0028
541,2011-06-18 5:45,3,0.003,0.003
1382,2011-06-18 6:08,1,0.146,0.146
180,2011-06-18 6:11,3,0.0135,0.0135
0,2011-06-18 6:11,1,0.0747,0.0747
300,2011-06-18 6:16,3,0.0057,0.0057
181,2011-06-18 6:19,1,0.0941,0.0941
0,2011-06-18 6:19,3,0.0029,0.0029
180,2011-06-18 6:22,1,0.081,0.081
0,2011-06-18 6:22,3,0.005,0.005
661,2011-06-18 6:33,1,0.0747,0.0747
901,2011-06-18 6:48,3,0.0028,0.0028
360,2011-06-18 6:54,3,0.0028,0.0028
120,2011-06-18 6:56,1,0.0941,0.0941
0,2011-06-18 6:56,3,0.0037,0.0037
1863,2011-06-18 7:27,3,0.0031,0.0031
360,2011-06-18 7:33,3,0.004,0.004
1081,2011-06-18 7:51,3,0.0059,0.0059
60,2011-06-18 7:52,3,0.0181,0.0181
0,2011-06-18 7:52,1,0.0924,0.0924
61,2011-06-18 7:53,3,0.0068,0.0068
60,2011-06-18 7:54,3,0.0036,0.0036
480,2011-06-18 8:02,3,0.0032,0.0032
601,2011-06-18 8:12,3,0.0032,0.0032
481,2011-06-18 8:20,1,0.0747,0.0747
0,2011-06-18 8:20,3,0.0079,0.0079
720,2011-06-18 8:32,3,0.0031,0.0031
961,2011-06-18 8:48,3,0.0028,0.0028
1562,2011-06-18 9:14,1,0.0768,0.0768
0,2011-06-18 9:14,3,0.0048,0.0048
60,2011-06-18 9:15,1,0.0992,0.0992
61,2011-06-18 9:16,3,0.0028,0.0028
0,2011-06-18 9:16,1,0.0747,0.0747
120,2011-06-18 9:18,3,0.0028,0.0028
2402,2011-06-18 9:58,1,0.0747,0.0747
0,2011-06-18 9:58,3,0.0105,0.0105
1021,2011-06-18 10:15,1,0.104,0.104
121,2011-06-18 10:17,1,0.083,0.083
0,2011-06-18 10:17,3,0.0038,0.0038
1561,2011-06-18 10:43,1,0.1072,0.1072
0,2011-06-18 10:43,3,0.0083,0.0083
181,2011-06-18 10:46,3,0.013,0.013
0,2011-06-18 10:46,1,0.0768,0.0768
120,2011-06-18 10:48,3,0.0043,0.0043
0,2011-06-18 10:48,1,0.0768,0.0768
721,2011-06-18 11:00,1,0.0924,0.0924
60,2011-06-18 11:01,3,0.007,0.007
180,2011-06-18 11:04,3,0.1768,0.1768
0,2011-06-18 11:04,1,1.5895,1.5
60,2011-06-18 11:05,3,0.0036,0.0036
0,2011-06-18 11:05,1,0.1188,0.1188
60,2011-06-18 11:06,1,0.083,0.083
124,2011-06-17 0:24,3,0.0031,0.0031
180,2011-06-17 0:27,3,0.0127,0.0127
1381,2011-06-17 0:50,3,0.0029,0.0029
4625,2011-06-17 2:07,3,0.0045,0.0045
0,2011-06-17 2:07,1,0.083,0.083
841,2011-06-17 2:21,3,0.0038,0.0038
60,2011-06-17 2:22,1,0.0887,0.0887
0,2011-06-17 2:22,3,0.0044,0.0044
60,2011-06-17 2:23,3,0.0193,0.0193
0,2011-06-17 2:23,1,0.0768,0.0768
60,2011-06-17 2:24,3,0.003,0.003
481,2011-06-17 2:32,3,0.0028,0.0028
420,2011-06-17 2:39,3,0.0032,0.0032
60,2011-06-17 2:40,3,0.0031,0.0031
721,2011-06-17 2:52,3,0.0057,0.0057
180,2011-06-17 2:55,3,0.0117,0.0117
721,2011-06-17 3:07,3,0.0043,0.0043
60,2011-06-17 3:08,3,0.0042,0.0042
421,2011-06-17 3:15,3,0.0054,0.0054
60,2011-06-17 3:16,3,0.0053,0.0053
180,2011-06-17 3:19,1,0.0747,0.0747
0,2011-06-17 3:19,3,0.0049,0.0049
961,2011-06-17 3:35,1,0.0887,0.0887
241,2011-06-17 3:39,3,0.0033,0.0033
660,2011-06-17 3:50,1,0.0747,0.0747
60,2011-06-17 3:51,3,0.0079,0.0079
61,2011-06-17 3:52,3,0.0079,0.0079
360,2011-06-17 3:58,3,0.003,0.003
2462,2011-06-17 4:39,3,0.004,0.004
181,2011-06-17 4:42,1,0.0768,0.0768
0,2011-06-17 4:42,3,0.0046,0.0046
60,2011-06-17 4:43,1,0.0924,0.0924
0,2011-06-17 4:43,3,0.0129,0.0129
120,2011-06-17 4:45,3,0.0031,0.0031
0,2011-06-17 4:45,1,0.104,0.104
60,2011-06-17 4:46,3,0.009,0.009
0,2011-06-17 4:46,1,0.0747,0.0747
181,2011-06-17 4:50,3,0.0034,0.0034
240,2011-06-17 4:54,3,0.0028,0.0028
60,2011-06-17 4:55,3,0.0033,0.0033
60,2011-06-17 4:56,3,0.0068,0.0068
60,2011-06-17 4:57,3,0.0066,0.0066
901,2011-06-17 5:12,3,0.0034,0.0034
61,2011-06-17 5:13,3,0.0052,0.0052
720,2011-06-17 5:25,3,0.0029,0.0029
541,2011-06-17 5:34,3,0.0029,0.0029
60,2011-06-17 5:35,3,0.0048,0.0048
0,2011-06-17 5:35,1,0.0941,0.0941
841,2011-06-17 5:49,3,0.003,0.003
180,2011-06-17 5:52,3,0.0034,0.0034
61,2011-06-17 5:53,3,0.0042,0.0042
60,2011-06-17 5:54,1,0.085,0.085
0,2011-06-17 5:54,3,0.0545,0.0545
660,2011-06-17 6:05,3,0.0125,0.0125
721,2011-06-17 6:17,3,0.0029,0.0029
841,2011-06-17 6:31,3,0.0029,0.0029
0,2011-06-17 6:31,1,0.104,0.104
2583,2011-06-17 7:14,3,0.0062,0.0062
60,2011-06-17 7:15,3,0.0048,0.0048
60,2011-06-17 7:16,3,0.0102,0.0102
0,2011-06-17 7:16,1,0.0906,0.0906
841,2011-06-17 7:30,3,0.0055,0.0055
481,2011-06-17 7:38,1,0.081,0.081
0,2011-06-17 7:38,3,0.0056,0.0056
420,2011-06-17 7:45,1,0.1056,0.1056
0,2011-06-17 7:45,3,0.0121,0.0121
181,2011-06-17 7:48,1,0.0747,0.0747
0,2011-06-17 7:48,3,0.0068,0.0068
721,2011-06-17 8:00,3,0.0073,0.0073
780,2011-06-17 8:13,1,0.0975,0.0975
60,2011-06-17 8:14,3,0.008,0.008
1,2011-06-17 8:14,1,0.0747,0.0747
300,2011-06-17 8:19,1,0.0975,0.0975
0,2011-06-17 8:19,3,0.0032,0.0032
421,2011-06-17 8:26,1,0.1471,0.1471
0,2011-06-17 8:26,3,0.0043,0.0043
300,2011-06-17 8:31,1,0.104,0.104
0,2011-06-17 8:31,3,0.0052,0.0052
124,2011-06-16 0:07,3,0.0039,0.0039
1861,2011-06-16 0:38,3,0.0028,0.0028
481,2011-06-16 0:46,3,0.0028,0.0028
420,2011-06-16 0:53,3,0.0046,0.0046
2343,2011-06-16 1:32,3,0.0028,0.0028
1862,2011-06-16 2:03,3,0.003,0.003
1201,2011-06-16 2:23,3,0.005,0.005
1502,2011-06-16 2:48,3,0.0028,0.0028
1021,2011-06-16 3:05,3,0.0053,0.0053
1321,2011-06-16 3:27,3,0.0031,0.0031
241,2011-06-16 3:31,3,0.004,0.004
60,2011-06-16 3:32,1,0.0747,0.0747
240,2011-06-16 3:36,3,0.008,0.008
0,2011-06-16 3:36,1,0.0768,0.0768
481,2011-06-16 3:44,1,0.0992,0.0992
661,2011-06-16 3:55,3,0.0028,0.0028
1982,2011-06-16 4:28,3,0.0029,0.0029
0,2011-06-16 4:28,1,0.1215,0.1215
120,2011-06-16 4:30,3,0.0262,0.0262
0,2011-06-16 4:30,1,0.0924,0.0924
60,2011-06-16 4:31,3,0.0542,0.0542
541,2011-06-16 4:40,3,0.0059,0.0059
660,2011-06-16 4:51,3,0.0058,0.0058
1,2011-06-16 4:51,1,0.1146,0.1146
1081,2011-06-16 5:09,3,0.0061,0.0061
480,2011-06-16 5:17,3,0.0061,0.0061
0,2011-06-16 5:17,1,0.0887,0.0887
721,2011-06-16 5:29,3,0.0046,0.0046
240,2011-06-16 5:33,3,0.0029,0.0029
1202,2011-06-16 5:53,3,0.0031,0.0031
1081,2011-06-16 6:11,3,0.0033,0.0033
60,2011-06-16 6:12,3,0.0081,0.0081
0,2011-06-16 6:12,1,0.0768,0.0768
361,2011-06-16 6:18,3,0.0028,0.0028
300,2011-06-16 6:23,3,0.0029,0.0029
420,2011-06-16 6:30,3,0.0028,0.0028
61,2011-06-16 6:31,3,0.0074,0.0074
1441,2011-06-16 6:55,3,0.006,0.006
60,2011-06-16 6:56,3,0.006,0.006
120,2011-06-16 6:58,3,0.003,0.003
181,2011-06-16 7:01,1,0.081,0.081
0,2011-06-16 7:01,3,0.0176,0.0176
60,2011-06-16 7:02,3,0.0071,0.0071
601,2011-06-16 7:12,1,0.1146,0.1146
0,2011-06-16 7:12,3,0.0256,0.0256
60,2011-06-16 7:13,1,0.1699,0.1699
0,2011-06-16 7:13,3,0.0028,0.0028
300,2011-06-16 7:18,3,0.0079,0.0079
0,2011-06-16 7:18,1,0.0747,0.0747
60,2011-06-16 7:19,3,0.0043,0.0043
1,2011-06-16 7:19,1,0.1228,0.1228
1501,2011-06-16 7:44,3,0.0069,0.0069
120,2011-06-16 7:46,3,0.0032,0.0032
181,2011-06-16 7:49,3,0.0033,0.0033
0,2011-06-16 7:49,1,0.0887,0.0887
180,2011-06-16 7:52,3,0.0031,0.0031
781,2011-06-16 8:05,3,0.0029,0.0029
1381,2011-06-16 8:29,3,0.0029,0.0029
61,2011-06-16 8:30,3,0.0117,0.0117
60,2011-06-16 8:31,1,0.0768,0.0768
0,2011-06-16 8:31,3,0.0109,0.0109
180,2011-06-16 8:34,3,0.0147,0.0147
0,2011-06-16 8:34,1,0.0747,0.0747
60,2011-06-16 8:35,3,0.0202,0.0202
0,2011-06-16 8:35,1,0.164,0.164
60,2011-06-16 8:36,3,0.0078,0.0078
0,2011-06-16 8:36,1,0.085,0.085
61,2011-06-16 8:37,3,0.0097,0.0097
60,2011-06-16 8:38,1,0.083,0.083
0,2011-06-16 8:38,3,0.0043,0.0043
60,2011-06-16 8:39,1,0.0789,0.0789
0,2011-06-16 8:39,3,0.0126,0.0126
60,2011-06-16 8:40,1,0.085,0.085
0,2011-06-16 8:40,3,0.0105,0.0105
60,2011-06-16 8:41,3,0.0038,0.0038
0,2011-06-16 8:41,1,0.0747,0.0747
61,2011-06-16 8:42,3,0.0034,0.0034
240,2011-06-16 8:46,3,0.0036,0.0036
60,2011-06-16 8:47,1,0.0747,0.0747
0,2011-06-16 8:47,3,0.0193,0.0193
60,2011-06-16 8:48,3,0.0247,0.0247
0,2011-06-16 8:48,1,0.1391,0.1391
60,2011-06-16 8:49,1,0.0768,0.0768
0,2011-06-16 8:49,3,0.0032,0.0032
61,2011-06-16 8:50,3,0.0093,0.0093
60,2011-06-16 8:51,3,0.0073,0.0073
0,2011-06-16 8:51,1,0.083,0.083
60,2011-06-16 8:52,3,0.0068,0.0068
0,2011-06-16 8:52,1,0.1117,0.1117
123,2011-06-14 22:17,1,0.081,0.081
0,2011-06-14 22:17,3,0.0029,0.0029
1862,2011-06-14 22:48,3,0.0029,0.0029
1742,2011-06-14 23:17,3,0.0081,0.0081
0,2011-06-14 23:17,1,0.0992,0.0992
1562,2011-06-14 23:43,3,0.0028,0.0028
781,2011-06-14 23:56,3,0.0103,0.0103
240,2011-06-15 0:00,3,0.0048,0.0048
180,2011-06-15 0:03,3,0.003,0.003
1081,2011-06-15 0:21,3,0.0028,0.0028
1983,2011-06-15 0:54,3,0.0028,0.0028
240,2011-06-15 0:58,3,0.0058,0.0058
1922,2011-06-15 1:30,3,0.0044,0.0044
60,2011-06-15 1:31,1,0.1306,0.1306
120,2011-06-15 1:33,1,0.0924,0.0924
0,2011-06-15 1:33,3,0.0056,0.0056
120,2011-06-15 1:35,1,0.0768,0.0768
0,2011-06-15 1:35,3,0.0123,0.0123
962,2011-06-15 1:51,3,0.0029,0.0029
540,2011-06-15 2:00,1,0.0924,0.0924
0,2011-06-15 2:00,3,0.004,0.004
781,2011-06-15 2:13,3,0.0054,0.0054
1201,2011-06-15 2:33,3,0.0031,0.0031
421,2011-06-15 2:40,3,0.0029,0.0029
721,2011-06-15 2:52,1,0.0768,0.0768
0,2011-06-15 2:52,3,0.0164,0.0164
180,2011-06-15 2:55,1,0.1146,0.1146
0,2011-06-15 2:55,3,0.0061,0.0061
120,2011-06-15 2:57,3,0.0029,0.0029
180,2011-06-15 3:00,3,0.0028,0.0028
181,2011-06-15 3:03,3,0.0062,0.0062
1021,2011-06-15 3:20,3,0.0034,0.0034
