timestamp,value,match_id
2017-08-18 18:30:00,0,2516739
2017-08-18 18:35:00,0,2516739
2017-08-18 18:40:00,0,2516739
2017-08-18 18:45:00,0,2516739
2017-08-18 18:50:00,0,2516739
2017-08-18 18:55:00,0,2516739
2017-08-18 19:00:00,0,2516739
2017-08-18 19:05:00,0,2516739
2017-08-18 19:10:00,0,2516739
2017-08-18 19:15:00,9,2516739
2017-08-18 19:20:00,3,2516739
2017-08-18 19:25:00,3,2516739
2017-08-18 19:30:00,2,2516739
2017-08-18 19:35:00,3,2516739
2017-08-18 19:40:00,3,2516739
2017-08-18 19:45:00,2,2516739
2017-08-18 19:50:00,4,2516739
2017-08-18 19:55:00,3,2516739
2017-08-26 13:30:00,3,2516753
2017-08-26 13:35:00,1,2516753
2017-08-26 13:40:00,4,2516753
2017-08-26 13:45:00,8,2516753
2017-08-26 13:50:00,4,2516753
2017-08-26 13:55:00,2,2516753
2017-08-26 14:00:00,2,2516753
2017-08-26 14:05:00,3,2516753
2017-08-26 14:10:00,7,2516753
2017-08-26 14:15:00,8,2516753
2017-08-26 14:20:00,12,2516753
2017-08-26 14:25:00,7,2516753
2017-08-26 14:30:00,5,2516753
2017-08-26 14:35:00,6,2516753
2017-08-26 14:40:00,0,2516753
2017-08-26 14:45:00,0,2516753
2017-08-26 14:50:00,0,2516753
2017-08-26 14:55:00,0,2516753
2017-09-09 13:30:00,4,2516764
2017-09-09 13:35:00,4,2516764
2017-09-09 13:40:00,6,2516764
2017-09-09 13:45:00,6,2516764
2017-09-09 13:50:00,3,2516764
2017-09-09 13:55:00,0,2516764
2017-09-09 14:00:00,4,2516764
2017-09-09 14:05:00,3,2516764
2017-09-09 14:10:00,4,2516764
2017-09-09 14:15:00,3,2516764
2017-09-09 14:20:00,5,2516764
2017-09-09 14:25:00,0,2516764
2017-09-09 14:30:00,0,2516764
2017-09-09 14:35:00,0,2516764
2017-09-09 14:40:00,0,2516764
2017-09-09 14:45:00,0,2516764
2017-09-09 14:50:00,0,2516764
2017-09-09 14:55:00,0,2516764
2017-09-17 13:30:00,1,2516772
2017-09-17 13:35:00,3,2516772
2017-09-17 13:40:00,6,2516772
2017-09-17 13:45:00,5,2516772
2017-09-17 13:50:00,1,2516772
2017-09-17 13:55:00,2,2516772
2017-09-17 14:00:00,5,2516772
2017-09-17 14:05:00,3,2516772
2017-09-17 14:10:00,3,2516772
2017-09-17 14:15:00,5,2516772
2017-09-17 14:20:00,2,2516772
2017-09-17 14:25:00,2,2516772
2017-09-17 14:30:00,3,2516772
2017-09-17 14:35:00,7,2516772
2017-09-17 14:40:00,3,2516772
2017-09-17 14:45:00,2,2516772
2017-09-17 14:50:00,6,2516772
2017-09-17 14:55:00,5,2516772
2017-09-20 18:30:00,2,2516776
2017-09-20 18:35:00,4,2516776
2017-09-20 18:40:00,6,2516776
2017-09-20 18:45:00,3,2516776
2017-09-20 18:50:00,3,2516776
2017-09-20 18:55:00,4,2516776
2017-09-20 19:00:00,2,2516776
2017-09-20 19:05:00,4,2516776
2017-09-20 19:10:00,0,2516776
2017-09-20 19:15:00,6,2516776
2017-09-20 19:20:00,6,2516776
2017-09-20 19:25:00,8,2516776
2017-09-20 19:30:00,10,2516776
2017-09-20 19:35:00,6,2516776
2017-09-20 19:40:00,5,2516776
2017-09-20 19:45:00,1,2516776
2017-09-20 19:50:00,4,2516776
2017-09-20 19:55:00,3,2516776
2017-09-24 16:00:00,0,2516789
2017-09-24 16:05:00,0,2516789
2017-09-24 16:10:00,0,2516789
2017-09-24 16:15:00,0,2516789
2017-09-24 16:20:00,0,2516789
2017-09-24 16:25:00,0,2516789
2017-09-24 16:30:00,0,2516789
2017-09-24 16:35:00,0,2516789
2017-09-24 16:40:00,0,2516789
2017-09-24 16:45:00,0,2516789
2017-09-24 16:50:00,0,2516789
2017-09-24 16:55:00,0,2516789
2017-09-24 17:00:00,0,2516789
2017-09-24 17:05:00,2,2516789
2017-09-24 17:10:00,1,2516789
2017-09-24 17:15:00,5,2516789
2017-09-24 17:20:00,5,2516789
2017-09-24 17:25:00,5,2516789
2017-09-29 18:30:00,6,2516797
2017-09-29 18:35:00,7,2516797
2017-09-29 18:40:00,3,2516797
2017-09-29 18:45:00,5,2516797
2017-09-29 18:50:00,3,2516797
2017-09-29 18:55:00,2,2516797
2017-09-29 19:00:00,4,2516797
2017-09-29 19:05:00,2,2516797
2017-09-29 19:10:00,3,2516797
2017-09-29 19:15:00,7,2516797
2017-09-29 19:20:00,7,2516797
2017-09-29 19:25:00,0,2516797
2017-09-29 19:30:00,2,2516797
2017-09-29 19:35:00,2,2516797
2017-09-29 19:40:00,2,2516797
2017-09-29 19:45:00,6,2516797
2017-09-29 19:50:00,2,2516797
2017-09-29 19:55:00,0,2516797
2017-10-15 13:30:00,3,2516807
2017-10-15 13:35:00,3,2516807
2017-10-15 13:40:00,3,2516807
2017-10-15 13:45:00,2,2516807
2017-10-15 13:50:00,2,2516807
2017-10-15 13:55:00,4,2516807
2017-10-15 14:00:00,2,2516807
2017-10-15 14:05:00,1,2516807
2017-10-15 14:10:00,4,2516807
2017-10-15 14:15:00,6,2516807
2017-10-15 14:20:00,9,2516807
2017-10-15 14:25:00,6,2516807
2017-10-15 14:30:00,3,2516807
2017-10-15 14:35:00,3,2516807
2017-10-15 14:40:00,2,2516807
2017-10-15 14:45:00,8,2516807
2017-10-15 14:50:00,4,2516807
2017-10-15 14:55:00,0,2516807
2017-10-21 13:30:00,0,2516814
2017-10-21 13:35:00,0,2516814
2017-10-21 13:40:00,0,2516814
2017-10-21 13:45:00,0,2516814
2017-10-21 13:50:00,0,2516814
2017-10-21 13:55:00,0,2516814
2017-10-21 14:00:00,0,2516814
2017-10-21 14:05:00,0,2516814
2017-10-21 14:10:00,0,2516814
2017-10-21 14:15:00,3,2516814
2017-10-21 14:20:00,1,2516814
2017-10-21 14:25:00,2,2516814
2017-10-21 14:30:00,4,2516814
2017-10-21 14:35:00,1,2516814
2017-10-21 14:40:00,12,2516814
2017-10-21 14:45:00,5,2516814
2017-10-21 14:50:00,5,2516814
2017-10-21 14:55:00,7,2516814
2017-10-28 13:30:00,11,2516825
2017-10-28 13:35:00,7,2516825
2017-10-28 13:40:00,4,2516825
2017-10-28 13:45:00,4,2516825
2017-10-28 13:50:00,2,2516825
2017-10-28 13:55:00,6,2516825
2017-10-28 14:00:00,4,2516825
2017-10-28 14:05:00,0,2516825
2017-10-28 14:10:00,5,2516825
2017-10-28 14:15:00,5,2516825
2017-10-28 14:20:00,0,2516825
2017-10-28 14:25:00,7,2516825
2017-10-28 14:30:00,5,2516825
2017-10-28 14:35:00,7,2516825
2017-10-28 14:40:00,3,2516825
2017-10-28 14:45:00,4,2516825
2017-10-28 14:50:00,7,2516825
2017-10-28 14:55:00,2,2516825
2017-11-04 14:30:00,3,2516835
2017-11-04 14:35:00,7,2516835
2017-11-04 14:40:00,2,2516835
2017-11-04 14:45:00,8,2516835
2017-11-04 14:50:00,2,2516835
2017-11-04 14:55:00,4,2516835
2017-11-04 15:00:00,2,2516835
2017-11-04 15:05:00,0,2516835
2017-11-04 15:10:00,3,2516835
2017-11-04 15:15:00,7,2516835
2017-11-04 15:20:00,6,2516835
2017-11-04 15:25:00,0,2516835
2017-11-04 15:30:00,2,2516835
2017-11-04 15:35:00,0,2516835
2017-11-04 15:40:00,0,2516835
2017-11-04 15:45:00,0,2516835
2017-11-04 15:50:00,0,2516835
2017-11-04 15:55:00,0,2516835
2017-11-18 14:30:00,5,2516843
2017-11-18 14:35:00,2,2516843
2017-11-18 14:40:00,6,2516843
2017-11-18 14:45:00,4,2516843
2017-11-18 14:50:00,1,2516843
2017-11-18 14:55:00,3,2516843
2017-11-18 15:00:00,1,2516843
2017-11-18 15:05:00,5,2516843
2017-11-18 15:10:00,3,2516843
2017-11-18 15:15:00,4,2516843
2017-11-18 15:20:00,0,2516843
2017-11-18 15:25:00,10,2516843
2017-11-18 15:30:00,8,2516843
2017-11-18 15:35:00,4,2516843
2017-11-18 15:40:00,5,2516843
2017-11-18 15:45:00,5,2516843
2017-11-18 15:50:00,3,2516843
2017-11-18 15:55:00,1,2516843
2017-11-25 14:30:00,9,2516852
2017-11-25 14:35:00,2,2516852
2017-11-25 14:40:00,6,2516852
2017-11-25 14:45:00,2,2516852
2017-11-25 14:50:00,6,2516852
2017-11-25 14:55:00,6,2516852
2017-11-25 15:00:00,4,2516852
2017-11-25 15:05:00,3,2516852
2017-11-25 15:10:00,3,2516852
2017-11-25 15:15:00,4,2516852
2017-11-25 15:20:00,11,2516852
2017-11-25 15:25:00,4,2516852
2017-11-25 15:30:00,5,2516852
2017-11-25 15:35:00,2,2516852
2017-11-25 15:40:00,4,2516852
2017-11-25 15:45:00,4,2516852
2017-11-25 15:50:00,3,2516852
2017-11-25 15:55:00,0,2516852
2017-12-02 14:30:00,5,2516862
2017-12-02 14:35:00,2,2516862
2017-12-02 14:40:00,2,2516862
2017-12-02 14:45:00,1,2516862
2017-12-02 14:50:00,4,2516862
2017-12-02 14:55:00,3,2516862
2017-12-02 15:00:00,4,2516862
2017-12-02 15:05:00,3,2516862
2017-12-02 15:10:00,3,2516862
2017-12-02 15:15:00,3,2516862
2017-12-02 15:20:00,6,2516862
2017-12-02 15:25:00,7,2516862
2017-12-02 15:30:00,6,2516862
2017-12-02 15:35:00,2,2516862
2017-12-02 15:40:00,2,2516862
2017-12-02 15:45:00,4,2516862
2017-12-02 15:50:00,4,2516862
2017-12-02 15:55:00,7,2516862
2017-12-08 19:30:00,6,2516873
2017-12-08 19:35:00,3,2516873
2017-12-08 19:40:00,1,2516873
2017-12-08 19:45:00,9,2516873
2017-12-08 19:50:00,1,2516873
2017-12-08 19:55:00,4,2516873
2017-12-08 20:00:00,4,2516873
2017-12-08 20:05:00,4,2516873
2017-12-08 20:10:00,2,2516873
2017-12-08 20:15:00,1,2516873
2017-12-08 20:20:00,3,2516873
2017-12-08 20:25:00,2,2516873
2017-12-08 20:30:00,6,2516873
2017-12-08 20:35:00,3,2516873
2017-12-08 20:40:00,2,2516873
2017-12-08 20:45:00,0,2516873
2017-12-08 20:50:00,0,2516873
2017-12-08 20:55:00,0,2516873
2017-12-13 19:30:00,0,2516879
2017-12-13 19:35:00,0,2516879
2017-12-13 19:40:00,0,2516879
2017-12-13 19:45:00,0,2516879
2017-12-13 19:50:00,0,2516879
2017-12-13 19:55:00,0,2516879
2017-12-13 20:00:00,0,2516879
2017-12-13 20:05:00,0,2516879
2017-12-13 20:10:00,0,2516879
2017-12-13 20:15:00,0,2516879
2017-12-13 20:20:00,0,2516879
2017-12-13 20:25:00,0,2516879
2017-12-13 20:30:00,0,2516879
2017-12-13 20:35:00,0,2516879
2017-12-13 20:40:00,0,2516879
2017-12-13 20:45:00,1,2516879
2017-12-13 20:50:00,5,2516879
2017-12-13 20:55:00,6,2516879
2017-12-17 14:30:00,9,2516890
2017-12-17 14:35:00,3,2516890
